Epoch: [9][220/1333], lr: 0.0000250	Time 2.105 (2.009)	Loss 3.0613 (3.5784)	Loss_h 2.4778 (4.1080)	Prec@1 0.000 (14.851)	
Epoch: [9][240/1333], lr: 0.0000250	Time 1.523 (2.017)	Loss 1.8216 (3.6344)	Loss_h 3.0933 (4.1043)	Prec@1 0.000 (13.514)	
Epoch: [9][260/1333], lr: 0.0000250	Time 2.020 (2.030)	Loss 3.9316 (3.6971)	Loss_h 4.2254 (4.1312)	Prec@1 0.000 (12.500)	
Epoch: [9][300/1333], lr: 0.0000250	Time 1.551 (2.038)	Loss 1.9798 (3.6260)	Loss_h 1.4840 (3.9703)	Prec@1 0.000 (12.950)	
Epoch: [9][340/1333], lr: 0.0000250	Time 1.584 (2.027)	Loss 3.9662 (3.6445)	Loss_h 3.8909 (3.9652)	Prec@1 0.000 (12.925)	
Epoch: [9][360/1333], lr: 0.0000250	Time 2.578 (2.042)	Loss 4.8291 (3.6377)	Loss_h 4.2964 (3.9146)	Prec@1 0.000 (13.497)	
Epoch: [9][380/1333], lr: 0.0000250	Time 1.539 (2.022)	Loss 2.6964 (3.5167)	Loss_h 1.8530 (3.7871)	Prec@1 0.000 (16.477)	
Epoch: [9][440/1333], lr: 0.0000250	Time 1.883 (1.990)	Loss 3.0113 (3.4219)	Loss_h 2.9067 (3.6506)	Prec@1 0.000 (19.231)	
Epoch: [9][460/1333], lr: 0.0000250	Time 1.916 (1.990)	Loss 6.9940 (3.4850)	Loss_h 7.4114 (3.7133)	Prec@1 0.000 (18.605)	
Epoch: [9][480/1333], lr: 0.0000250	Time 1.907 (1.987)	Loss 3.2560 (3.5097)	Loss_h 3.4205 (3.7512)	Prec@1 0.000 (18.304)	
Epoch: [9][500/1333], lr: 0.0000250	Time 1.543 (1.992)	Loss 4.1253 (3.5681)	Loss_h 4.0653 (3.8090)	Prec@1 0.000 (17.521)	
Epoch: [9][560/1333], lr: 0.0000250	Time 1.668 (1.990)	Loss 7.0246 (3.6945)	Loss_h 7.3978 (3.9278)	Prec@1 0.000 (16.730)	
Epoch: [9][640/1333], lr: 0.0000250	Time 1.989 (1.996)	Loss 3.9702 (3.6030)	Loss_h 4.2862 (3.8123)	Prec@1 0.000 (18.543)	
Epoch: [9][660/1333], lr: 0.0000250	Time 1.572 (1.995)	Loss 0.3062 (3.5498)	Loss_h 0.9207 (3.7603)	Prec@1 100.000 (19.872)	
Epoch: [9][700/1333], lr: 0.0000250	Time 2.698 (2.006)	Loss 2.6601 (3.4563)	Loss_h 3.2631 (3.6873)	Prec@1 0.000 (21.856)	
Epoch: [9][720/1333], lr: 0.0000250	Time 2.250 (2.016)	Loss 8.9741 (3.4164)	Loss_h 8.9844 (3.6886)	Prec@1 0.000 (23.055)	
Epoch: [9][740/1333], lr: 0.0000250	Time 2.373 (2.016)	Loss 1.0484 (3.3980)	Loss_h 2.3127 (3.6843)	Prec@1 100.000 (23.380)	
Epoch: [9][800/1333], lr: 0.0000250	Time 2.549 (2.019)	Loss 3.9860 (3.4038)	Loss_h 4.0973 (3.7379)	Prec@1 0.000 (23.037)	
Epoch: [9][820/1333], lr: 0.0000250	Time 2.322 (2.020)	Loss 4.7697 (3.4024)	Loss_h 5.8315 (3.7349)	Prec@1 0.000 (23.393)	
Epoch: [9][900/1333], lr: 0.0000250	Time 1.790 (2.010)	Loss 4.4956 (3.3082)	Loss_h 5.6032 (3.6579)	Prec@1 0.000 (25.822)	
Epoch: [9][940/1333], lr: 0.0000250	Time 2.019 (2.009)	Loss 0.6082 (3.3035)	Loss_h 1.2378 (3.6555)	Prec@1 100.000 (26.116)	
Epoch: [9][980/1333], lr: 0.0000250	Time 2.015 (2.010)	Loss 3.3443 (3.2608)	Loss_h 3.7994 (3.6151)	Prec@1 0.000 (26.452)	
Epoch: [9][1000/1333], lr: 0.0000250	Time 1.545 (2.009)	Loss 0.7436 (3.2492)	Loss_h 0.8755 (3.6090)	Prec@1 100.000 (26.907)	
Epoch: [9][1020/1333], lr: 0.0000250	Time 2.244 (2.011)	Loss 2.2709 (3.2291)	Loss_h 3.2355 (3.5880)	Prec@1 0.000 (27.329)	
Epoch: [9][1040/1333], lr: 0.0000250	Time 1.537 (2.006)	Loss 0.4523 (3.2071)	Loss_h 1.0681 (3.5745)	Prec@1 100.000 (27.642)	
Epoch: [9][1060/1333], lr: 0.0000250	Time 1.659 (2.001)	Loss 2.4211 (3.1802)	Loss_h 2.4333 (3.5696)	Prec@1 0.000 (28.287)	
Epoch: [9][1100/1333], lr: 0.0000250	Time 2.217 (2.002)	Loss 1.2749 (3.1532)	Loss_h 1.9170 (3.5374)	Prec@1 100.000 (28.817)	
Epoch: [9][1120/1333], lr: 0.0000250	Time 1.804 (1.998)	Loss 4.2726 (3.1338)	Loss_h 3.8804 (3.5305)	Prec@1 0.000 (29.268)	
Epoch: [9][1160/1333], lr: 0.0000250	Time 2.078 (2.003)	Loss 0.8551 (3.1372)	Loss_h 4.1539 (3.5345)	Prec@1 100.000 (29.295)	
Epoch: [9][1180/1333], lr: 0.0000250	Time 2.679 (2.004)	Loss 8.0440 (3.1283)	Loss_h 6.4770 (3.5387)	Prec@1 0.000 (29.307)	
Epoch: [9][1200/1333], lr: 0.0000250	Time 2.119 (2.004)	Loss 7.2907 (3.1598)	Loss_h 5.0647 (3.5717)	Prec@1 0.000 (28.870)	
Epoch: [9][1240/1333], lr: 0.0000250	Time 1.524 (2.007)	Loss 0.3177 (3.1266)	Loss_h 5.7423 (3.6049)	Prec@1 100.000 (29.313)	
Epoch: [9][1280/1333], lr: 0.0000250	Time 1.889 (2.006)	Loss 0.1508 (3.1052)	Loss_h 3.1804 (3.6196)	Prec@1 100.000 (29.805)	
Epoch: [9][1300/1333], lr: 0.0000250	Time 1.900 (2.003)	Loss 2.7826 (3.0858)	Loss_h 6.0802 (3.6318)	Prec@1 0.000 (30.225)	
Test: [40/457]	Time 2.486 (2.269)	Loss 7.8180 (6.3300)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [100/457]	Time 2.625 (2.373)	Loss 4.4594 (6.7056)	Prec@1 0.000 (0.000)	Prec@5 0.000 (2.174)
Test: [120/457]	Time 2.431 (2.332)	Loss 8.7142 (6.9376)	Prec@1 0.000 (0.000)	Prec@5 0.000 (1.786)
Test: [140/457]	Time 1.802 (2.294)	Loss 6.0107 (6.9272)	Prec@1 0.000 (0.000)	Prec@5 0.000 (1.493)
Test: [160/457]	Time 1.625 (2.255)	Loss 8.9387 (6.8123)	Prec@1 0.000 (0.000)	Prec@5 0.000 (3.947)
Test: [200/457]	Time 1.916 (2.203)	Loss 5.0775 (6.7848)	Prec@1 0.000 (0.000)	Prec@5 0.000 (3.226)
Test: [300/457]	Time 1.656 (2.126)	Loss 4.7802 (6.6462)	Prec@1 0.000 (1.379)	Prec@5 0.000 (7.586)
Test: [320/457]	Time 1.756 (2.100)	Loss 3.9369 (6.6596)	Prec@1 0.000 (1.290)	Prec@5 0.000 (7.097)
Test: [340/457]	Time 2.114 (2.088)	Loss 4.6505 (6.6478)	Prec@1 0.000 (1.220)	Prec@5 0.000 (6.707)
Test: [380/457]	Time 1.553 (2.060)	Loss 9.5236 (6.6408)	Prec@1 0.000 (1.081)	Prec@5 0.000 (7.027)
Test: [420/457]	Time 1.661 (2.029)	Loss 3.4492 (6.5643)	Prec@1 0.000 (0.985)	Prec@5 0.000 (7.882)
Test: [440/457]	Time 1.751 (2.013)	Loss 3.3558 (6.4912)	Prec@1 0.000 (0.943)	Prec@5 100.000 (8.019)
Testing Results: Prec@1 0.909 Prec@5 8.636 Loss 6.45390
Best Prec@1: 2.273

Epoch: [10][20/1333], lr: 0.0000250	Time 2.149 (2.055)	Loss 2.0486 (2.3256)	Loss_h 5.1094 (5.1959)	Prec@1 0.000 (30.000)	
Epoch: [10][40/1333], lr: 0.0000250	Time 2.086 (1.998)	Loss 2.2881 (2.7033)	Loss_h 3.2626 (4.4726)	Prec@1 0.000 (34.783)	
Epoch: [10][160/1333], lr: 0.0000250	Time 1.990 (2.028)	Loss 2.9183 (3.4669)	Loss_h 3.1724 (4.2833)	Prec@1 0.000 (14.493)	
Epoch: [10][200/1333], lr: 0.0000250	Time 2.107 (1.999)	Loss 1.6163 (3.4826)	Loss_h 2.9747 (4.1516)	Prec@1 100.000 (13.483)	
Epoch: [10][220/1333], lr: 0.0000250	Time 2.088 (1.989)	Loss 2.4986 (3.4063)	Loss_h 2.2841 (4.0753)	Prec@1 0.000 (12.871)	
Epoch: [10][240/1333], lr: 0.0000250	Time 1.608 (2.004)	Loss 1.6449 (3.4542)	Loss_h 2.9730 (4.0661)	Prec@1 0.000 (11.712)	
Epoch: [10][260/1333], lr: 0.0000250	Time 1.999 (2.016)	Loss 3.3450 (3.4745)	Loss_h 4.1839 (4.0909)	Prec@1 0.000 (10.833)	
Epoch: [10][300/1333], lr: 0.0000250	Time 1.524 (2.025)	Loss 1.5709 (3.3838)	Loss_h 1.3051 (3.9225)	Prec@1 0.000 (11.511)	
Epoch: [10][340/1333], lr: 0.0000250	Time 1.564 (2.013)	Loss 3.2775 (3.4022)	Loss_h 3.7832 (3.9188)	Prec@1 0.000 (11.565)	
Epoch: [10][360/1333], lr: 0.0000250	Time 2.599 (2.026)	Loss 5.3238 (3.3964)	Loss_h 4.2449 (3.8699)	Prec@1 0.000 (11.656)	
Epoch: [10][380/1333], lr: 0.0000250	Time 1.509 (2.005)	Loss 2.9399 (3.3130)	Loss_h 1.8292 (3.7424)	Prec@1 0.000 (13.636)	
Epoch: [10][440/1333], lr: 0.0000250	Time 1.869 (1.968)	Loss 2.4305 (3.2536)	Loss_h 2.8021 (3.6091)	Prec@1 0.000 (17.788)	
Epoch: [10][460/1333], lr: 0.0000250	Time 1.875 (1.965)	Loss 7.3965 (3.3130)	Loss_h 7.2018 (3.6656)	Prec@1 0.000 (17.674)	
Epoch: [10][480/1333], lr: 0.0000250	Time 1.577 (1.959)	Loss 2.3840 (3.3251)	Loss_h 3.2995 (3.6966)	Prec@1 0.000 (17.857)	
Epoch: [10][500/1333], lr: 0.0000250	Time 1.701 (1.966)	Loss 3.8344 (3.3655)	Loss_h 3.9256 (3.7488)	Prec@1 0.000 (17.094)	
Epoch: [10][560/1333], lr: 0.0000250	Time 1.657 (1.965)	Loss 7.3784 (3.5083)	Loss_h 7.6451 (3.8640)	Prec@1 0.000 (16.730)	
Epoch: [10][640/1333], lr: 0.0000250	Time 1.995 (1.970)	Loss 4.0880 (3.4256)	Loss_h 4.4055 (3.7590)	Prec@1 0.000 (18.543)	
Epoch: [10][660/1333], lr: 0.0000250	Time 1.520 (1.967)	Loss 0.1456 (3.3785)	Loss_h 0.9106 (3.7098)	Prec@1 100.000 (19.872)	
Epoch: [10][700/1333], lr: 0.0000250	Time 2.642 (1.973)	Loss 0.9430 (3.2790)	Loss_h 3.1265 (3.6378)	Prec@1 100.000 (22.455)	
Epoch: [10][720/1333], lr: 0.0000250	Time 2.219 (1.981)	Loss 8.2488 (3.2300)	Loss_h 9.0757 (3.6373)	Prec@1 0.000 (23.919)	
Epoch: [10][740/1333], lr: 0.0000250	Time 2.328 (1.981)	Loss 0.8504 (3.2075)	Loss_h 2.0881 (3.6306)	Prec@1 100.000 (24.225)	
Epoch: [10][800/1333], lr: 0.0000250	Time 2.321 (1.986)	Loss 3.8555 (3.2041)	Loss_h 3.9933 (3.6777)	Prec@1 0.000 (24.607)	
Epoch: [10][820/1333], lr: 0.0000250	Time 2.119 (1.987)	Loss 3.3064 (3.2022)	Loss_h 5.7181 (3.6742)	Prec@1 0.000 (24.936)	
Epoch: [10][900/1333], lr: 0.0000250	Time 1.758 (1.978)	Loss 4.3119 (3.1105)	Loss_h 5.5731 (3.5957)	Prec@1 0.000 (27.230)	
Epoch: [10][940/1333], lr: 0.0000250	Time 2.004 (1.978)	Loss 0.3005 (3.1076)	Loss_h 1.2039 (3.5950)	Prec@1 100.000 (27.902)	
Epoch: [10][980/1333], lr: 0.0000250	Time 2.089 (1.979)	Loss 3.4700 (3.0644)	Loss_h 3.7655 (3.5548)	Prec@1 0.000 (28.602)	
Epoch: [10][1000/1333], lr: 0.0000250	Time 1.551 (1.978)	Loss 0.5738 (3.0579)	Loss_h 0.8717 (3.5496)	Prec@1 100.000 (29.025)	
Epoch: [10][1020/1333], lr: 0.0000250	Time 2.231 (1.979)	Loss 1.8530 (3.0331)	Loss_h 3.1755 (3.5282)	Prec@1 0.000 (29.607)	
Epoch: [10][1040/1333], lr: 0.0000250	Time 1.524 (1.974)	Loss 0.0953 (3.0097)	Loss_h 1.0163 (3.5155)	Prec@1 100.000 (30.081)	
Epoch: [10][1060/1333], lr: 0.0000250	Time 1.645 (1.970)	Loss 2.2179 (2.9807)	Loss_h 2.5893 (3.5120)	Prec@1 0.000 (30.677)	
Epoch: [10][1100/1333], lr: 0.0000250	Time 2.317 (1.970)	Loss 1.0928 (2.9530)	Loss_h 1.8810 (3.4825)	Prec@1 100.000 (31.298)	
Epoch: [10][1120/1333], lr: 0.0000250	Time 1.650 (1.967)	Loss 3.1899 (2.9297)	Loss_h 3.9697 (3.4766)	Prec@1 0.000 (31.707)	
Epoch: [10][1160/1333], lr: 0.0000250	Time 1.887 (1.971)	Loss 1.4868 (2.9290)	Loss_h 4.0862 (3.4815)	Prec@1 100.000 (31.826)	
Epoch: [10][1180/1333], lr: 0.0000250	Time 2.458 (1.973)	Loss 6.9260 (2.9179)	Loss_h 6.4363 (3.4866)	Prec@1 0.000 (31.972)	
Epoch: [10][1200/1333], lr: 0.0000250	Time 2.216 (1.972)	Loss 6.5314 (2.9403)	Loss_h 5.0896 (3.5200)	Prec@1 0.000 (31.652)	
Epoch: [10][1240/1333], lr: 0.0000250	Time 1.539 (1.976)	Loss 0.0001 (2.8953)	Loss_h 5.7561 (3.5537)	Prec@1 100.000 (32.496)	
Epoch: [10][1280/1333], lr: 0.0000250	Time 1.870 (1.975)	Loss 0.0475 (2.8810)	Loss_h 3.1086 (3.5689)	Prec@1 100.000 (33.062)	
Epoch: [10][1300/1333], lr: 0.0000250	Time 2.050 (1.973)	Loss 1.4669 (2.8575)	Loss_h 6.1132 (3.5819)	Prec@1 100.000 (33.601)	
Test: [40/457]	Time 1.850 (2.047)	Loss 7.9489 (6.5007)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [100/457]	Time 2.110 (1.977)	Loss 4.6061 (6.8794)	Prec@1 0.000 (0.000)	Prec@5 0.000 (2.174)
Test: [120/457]	Time 2.151 (1.962)	Loss 9.4137 (7.1272)	Prec@1 0.000 (0.000)	Prec@5 0.000 (1.786)
Test: [140/457]	Time 1.511 (1.921)	Loss 5.9809 (7.1283)	Prec@1 0.000 (0.000)	Prec@5 0.000 (1.493)
Test: [160/457]	Time 1.554 (1.898)	Loss 9.2670 (7.0025)	Prec@1 0.000 (0.000)	Prec@5 0.000 (3.947)
Test: [200/457]	Time 1.888 (1.895)	Loss 4.6578 (6.9636)	Prec@1 0.000 (0.000)	Prec@5 0.000 (3.226)
Test: [300/457]	Time 1.787 (1.937)	Loss 4.9605 (6.8134)	Prec@1 0.000 (1.379)	Prec@5 0.000 (7.586)
Test: [320/457]	Time 1.760 (1.926)	Loss 4.0525 (6.8261)	Prec@1 0.000 (1.290)	Prec@5 0.000 (7.097)
Test: [340/457]	Time 2.110 (1.921)	Loss 4.8527 (6.8135)	Prec@1 0.000 (1.220)	Prec@5 0.000 (6.707)
Test: [380/457]	Time 1.537 (1.911)	Loss 9.4922 (6.8060)	Prec@1 0.000 (1.081)	Prec@5 0.000 (7.027)
Test: [420/457]	Time 1.775 (1.899)	Loss 3.1699 (6.7253)	Prec@1 0.000 (0.985)	Prec@5 100.000 (8.374)
Test: [440/457]	Time 1.778 (1.888)	Loss 3.3626 (6.6469)	Prec@1 0.000 (0.943)	Prec@5 100.000 (8.962)
Testing Results: Prec@1 0.909 Prec@5 9.091 Loss 6.61126
Best Prec@1: 2.273

Epoch: [11][20/1333], lr: 0.0000250	Time 2.102 (2.069)	Loss 2.1641 (2.0055)	Loss_h 5.0761 (5.2101)	Prec@1 0.000 (50.000)	
Epoch: [11][40/1333], lr: 0.0000250	Time 2.093 (2.036)	Loss 1.8281 (2.2052)	Loss_h 3.1189 (4.4451)	Prec@1 100.000 (47.826)	
Epoch: [11][160/1333], lr: 0.0000250	Time 1.975 (2.021)	Loss 2.7010 (3.2763)	Loss_h 3.1655 (4.2662)	Prec@1 0.000 (26.087)	
Epoch: [11][200/1333], lr: 0.0000250	Time 2.134 (2.000)	Loss 2.1000 (3.3683)	Loss_h 2.9189 (4.1327)	Prec@1 0.000 (22.472)	
Epoch: [11][220/1333], lr: 0.0000250	Time 2.088 (1.987)	Loss 2.4492 (3.2932)	Loss_h 2.1006 (4.0489)	Prec@1 0.000 (21.782)	
Epoch: [11][240/1333], lr: 0.0000250	Time 1.730 (1.994)	Loss 1.9816 (3.3195)	Loss_h 2.8075 (4.0341)	Prec@1 0.000 (22.523)	
Epoch: [11][260/1333], lr: 0.0000250	Time 2.170 (2.006)	Loss 3.7351 (3.3304)	Loss_h 4.2234 (4.0601)	Prec@1 0.000 (20.833)	
Epoch: [11][300/1333], lr: 0.0000250	Time 1.532 (2.016)	Loss 1.3970 (3.2393)	Loss_h 1.2005 (3.8855)	Prec@1 100.000 (23.022)	
Epoch: [11][340/1333], lr: 0.0000250	Time 1.520 (2.003)	Loss 3.5474 (3.2644)	Loss_h 3.6361 (3.8828)	Prec@1 0.000 (22.449)	
Epoch: [11][360/1333], lr: 0.0000250	Time 2.592 (2.016)	Loss 4.5892 (3.2873)	Loss_h 4.1903 (3.8348)	Prec@1 0.000 (23.313)	
Epoch: [11][380/1333], lr: 0.0000250	Time 1.697 (2.005)	Loss 2.2770 (3.1721)	Loss_h 1.7739 (3.7064)	Prec@1 0.000 (25.000)	
Epoch: [11][440/1333], lr: 0.0000250	Time 1.854 (1.967)	Loss 2.4462 (3.1351)	Loss_h 2.7474 (3.5730)	Prec@1 0.000 (27.404)	
Epoch: [11][460/1333], lr: 0.0000250	Time 1.865 (1.963)	Loss 6.8252 (3.1827)	Loss_h 7.0516 (3.6253)	Prec@1 0.000 (26.977)	
Epoch: [11][480/1333], lr: 0.0000250	Time 1.573 (1.957)	Loss 2.1972 (3.1938)	Loss_h 3.2313 (3.6515)	Prec@1 100.000 (26.786)	
Epoch: [11][500/1333], lr: 0.0000250	Time 1.520 (1.961)	Loss 3.5657 (3.2379)	Loss_h 3.8858 (3.7025)	Prec@1 0.000 (25.641)	
Epoch: [11][560/1333], lr: 0.0000250	Time 1.661 (1.959)	Loss 7.7896 (3.3880)	Loss_h 7.9795 (3.8277)	Prec@1 0.000 (24.335)	
Epoch: [11][640/1333], lr: 0.0000250	Time 2.440 (1.964)	Loss 4.4521 (3.3247)	Loss_h 4.5438 (3.7415)	Prec@1 0.000 (24.503)	
Epoch: [11][660/1333], lr: 0.0000250	Time 1.527 (1.963)	Loss 0.2362 (3.2853)	Loss_h 0.9272 (3.6966)	Prec@1 100.000 (25.641)	
Epoch: [11][700/1333], lr: 0.0000250	Time 2.652 (1.972)	Loss 0.7590 (3.1955)	Loss_h 3.0014 (3.6276)	Prec@1 100.000 (27.844)	
Epoch: [11][720/1333], lr: 0.0000250	Time 2.421 (1.984)	Loss 8.1203 (3.1434)	Loss_h 9.0872 (3.6248)	Prec@1 0.000 (29.395)	
Epoch: [11][740/1333], lr: 0.0000250	Time 2.327 (1.984)	Loss 0.4623 (3.1221)	Loss_h 1.9266 (3.6146)	Prec@1 100.000 (29.577)	
Epoch: [11][800/1333], lr: 0.0000250	Time 2.516 (1.990)	Loss 3.5956 (3.0997)	Loss_h 3.8834 (3.6540)	Prec@1 0.000 (29.843)	
Epoch: [11][820/1333], lr: 0.0000250	Time 2.124 (1.991)	Loss 3.0902 (3.0951)	Loss_h 5.6376 (3.6497)	Prec@1 0.000 (30.077)	
Epoch: [11][900/1333], lr: 0.0000250	Time 1.751 (1.988)	Loss 3.4610 (2.9989)	Loss_h 5.5446 (3.5668)	Prec@1 0.000 (31.925)	
Epoch: [11][940/1333], lr: 0.0000250	Time 2.246 (1.987)	Loss 0.3416 (2.9879)	Loss_h 1.1283 (3.5650)	Prec@1 100.000 (32.366)	
Epoch: [11][980/1333], lr: 0.0000250	Time 1.991 (1.988)	Loss 3.0173 (2.9379)	Loss_h 3.7659 (3.5234)	Prec@1 0.000 (33.333)	
Epoch: [11][1000/1333], lr: 0.0000250	Time 1.754 (1.987)	Loss 0.6033 (2.9298)	Loss_h 0.8344 (3.5186)	Prec@1 100.000 (33.686)	
Epoch: [11][1020/1333], lr: 0.0000250	Time 2.234 (1.987)	Loss 1.2677 (2.9047)	Loss_h 3.1265 (3.4960)	Prec@1 100.000 (34.783)	
Epoch: [11][1040/1333], lr: 0.0000250	Time 1.545 (1.982)	Loss 0.2794 (2.8826)	Loss_h 0.9506 (3.4831)	Prec@1 100.000 (35.163)	
Epoch: [11][1060/1333], lr: 0.0000250	Time 1.826 (1.977)	Loss 3.0407 (2.8530)	Loss_h 2.5455 (3.4795)	Prec@1 0.000 (35.657)	
Epoch: [11][1100/1333], lr: 0.0000250	Time 2.154 (1.980)	Loss 1.6671 (2.8259)	Loss_h 1.7746 (3.4504)	Prec@1 100.000 (36.450)	
Epoch: [11][1120/1333], lr: 0.0000250	Time 1.646 (1.977)	Loss 2.5893 (2.8015)	Loss_h 3.9735 (3.4438)	Prec@1 0.000 (36.773)	
Epoch: [11][1160/1333], lr: 0.0000250	Time 1.862 (1.980)	Loss 1.5695 (2.8019)	Loss_h 4.0698 (3.4493)	Prec@1 0.000 (36.709)	
Epoch: [11][1180/1333], lr: 0.0000250	Time 2.452 (1.980)	Loss 5.9388 (2.7888)	Loss_h 6.5599 (3.4557)	Prec@1 0.000 (36.945)	
Epoch: [11][1200/1333], lr: 0.0000250	Time 2.080 (1.978)	Loss 5.3473 (2.8032)	Loss_h 5.2361 (3.4914)	Prec@1 0.000 (37.217)	
Epoch: [11][1240/1333], lr: 0.0000250	Time 1.513 (1.981)	Loss 0.0002 (2.7683)	Loss_h 5.6406 (3.5273)	Prec@1 100.000 (37.856)	
Epoch: [11][1280/1333], lr: 0.0000250	Time 1.848 (1.981)	Loss 0.2418 (2.7397)	Loss_h 3.0434 (3.5439)	Prec@1 100.000 (38.436)	
Epoch: [11][1300/1333], lr: 0.0000250	Time 1.876 (1.979)	Loss 1.0353 (2.7145)	Loss_h 6.1843 (3.5571)	Prec@1 100.000 (38.907)	
Test: [40/457]	Time 1.762 (2.032)	Loss 8.0871 (6.6529)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [100/457]	Time 1.919 (1.972)	Loss 4.5914 (7.0430)	Prec@1 0.000 (0.000)	Prec@5 0.000 (2.174)
Test: [120/457]	Time 1.999 (1.946)	Loss 9.4852 (7.2858)	Prec@1 0.000 (0.000)	Prec@5 0.000 (1.786)
Test: [140/457]	Time 1.519 (1.903)	Loss 5.9568 (7.2814)	Prec@1 0.000 (0.000)	Prec@5 0.000 (1.493)
Test: [160/457]	Time 1.635 (1.880)	Loss 9.5964 (7.1352)	Prec@1 0.000 (0.000)	Prec@5 0.000 (3.947)
Test: [200/457]	Time 1.875 (1.874)	Loss 4.3953 (7.0943)	Prec@1 0.000 (0.000)	Prec@5 0.000 (3.226)
Test: [300/457]	Time 1.744 (1.911)	Loss 4.9698 (6.9342)	Prec@1 0.000 (2.069)	Prec@5 0.000 (7.586)
Test: [320/457]	Time 1.869 (1.906)	Loss 4.1138 (6.9474)	Prec@1 0.000 (1.935)	Prec@5 0.000 (7.097)
Test: [340/457]	Time 2.103 (1.906)	Loss 4.9663 (6.9343)	Prec@1 0.000 (1.829)	Prec@5 0.000 (6.707)
Test: [380/457]	Time 1.549 (1.900)	Loss 9.4358 (6.9272)	Prec@1 0.000 (1.622)	Prec@5 0.000 (6.486)
Test: [420/457]	Time 1.660 (1.882)	Loss 2.9885 (6.8447)	Prec@1 0.000 (1.478)	Prec@5 100.000 (7.389)
Test: [440/457]	Time 2.031 (1.873)	Loss 3.1590 (6.7599)	Prec@1 0.000 (1.415)	Prec@5 100.000 (8.019)
Testing Results: Prec@1 1.364 Prec@5 8.182 Loss 6.72444
Best Prec@1: 2.273

Epoch: [12][20/1333], lr: 0.0000250	Time 2.098 (2.065)	Loss 1.0181 (1.4073)	Loss_h 5.0674 (5.2269)	Prec@1 100.000 (80.000)	
Epoch: [12][40/1333], lr: 0.0000250	Time 2.408 (2.009)	Loss 1.8980 (1.9562)	Loss_h 2.9652 (4.4190)	Prec@1 0.000 (60.870)	
Epoch: [12][160/1333], lr: 0.0000250	Time 1.972 (2.028)	Loss 2.1925 (2.9912)	Loss_h 3.1378 (4.2731)	Prec@1 0.000 (34.783)	
Epoch: [12][200/1333], lr: 0.0000250	Time 2.299 (2.002)	Loss 1.7196 (3.0851)	Loss_h 2.8690 (4.1379)	Prec@1 0.000 (30.337)	
Epoch: [12][220/1333], lr: 0.0000250	Time 2.081 (1.985)	Loss 1.6675 (2.9763)	Loss_h 1.9052 (4.0431)	Prec@1 0.000 (31.683)	
Epoch: [12][240/1333], lr: 0.0000250	Time 1.538 (1.991)	Loss 1.9574 (3.0381)	Loss_h 2.6283 (4.0180)	Prec@1 0.000 (30.631)	
Epoch: [12][260/1333], lr: 0.0000250	Time 2.000 (2.003)	Loss 1.9912 (3.0352)	Loss_h 4.1480 (4.0414)	Prec@1 100.000 (29.167)	
Epoch: [12][300/1333], lr: 0.0000250	Time 1.512 (2.016)	Loss 1.8144 (2.9408)	Loss_h 1.0675 (3.8600)	Prec@1 100.000 (30.216)	
Epoch: [12][340/1333], lr: 0.0000250	Time 1.516 (2.004)	Loss 2.5804 (2.9818)	Loss_h 3.6003 (3.8600)	Prec@1 0.000 (29.252)	
Epoch: [12][360/1333], lr: 0.0000250	Time 2.538 (2.017)	Loss 5.7540 (3.0237)	Loss_h 4.1784 (3.8183)	Prec@1 0.000 (28.834)	
Epoch: [12][380/1333], lr: 0.0000250	Time 1.553 (1.999)	Loss 2.3849 (2.9384)	Loss_h 1.8411 (3.6949)	Prec@1 0.000 (30.114)	
Epoch: [12][440/1333], lr: 0.0000250	Time 1.884 (1.970)	Loss 2.2518 (2.9282)	Loss_h 2.6627 (3.5668)	Prec@1 0.000 (31.731)	
Epoch: [12][460/1333], lr: 0.0000250	Time 1.877 (1.968)	Loss 4.9735 (2.9701)	Loss_h 6.7940 (3.6118)	Prec@1 0.000 (31.163)	
Epoch: [12][480/1333], lr: 0.0000250	Time 1.818 (1.963)	Loss 2.2916 (2.9803)	Loss_h 3.1094 (3.6298)	Prec@1 100.000 (31.250)	
Epoch: [12][500/1333], lr: 0.0000250	Time 1.524 (1.968)	Loss 3.1197 (3.0244)	Loss_h 3.7548 (3.6734)	Prec@1 0.000 (29.915)	
Epoch: [12][560/1333], lr: 0.0000250	Time 1.652 (1.966)	Loss 7.7840 (3.1833)	Loss_h 8.1147 (3.7901)	Prec@1 0.000 (28.137)	
Epoch: [12][640/1333], lr: 0.0000250	Time 1.954 (1.964)	Loss 3.9439 (3.1603)	Loss_h 4.6645 (3.7150)	Prec@1 0.000 (27.483)	
Epoch: [12][660/1333], lr: 0.0000250	Time 1.720 (1.963)	Loss 0.1213 (3.1276)	Loss_h 0.9099 (3.6730)	Prec@1 100.000 (28.205)	
Epoch: [12][700/1333], lr: 0.0000250	Time 2.871 (1.971)	Loss 0.4200 (3.0490)	Loss_h 2.9142 (3.6070)	Prec@1 100.000 (30.539)	
